"Column Name","Label"
"S0201_132M","Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Female"
"S0201_132MA","Annotation of Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Female"
"S0201_132EA","Annotation of Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Female"
"S0201_133E","Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; naturalized U.S. citizen"
"S0201_133EA","Annotation of Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; naturalized U.S. citizen"
"S0201_133M","Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; naturalized U.S. citizen"
"S0201_133MA","Annotation of Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; naturalized U.S. citizen"
"S0201_134E","Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; naturalized U.S. citizen!!Male"
"S0201_134M","Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; naturalized U.S. citizen!!Male"
"S0201_134MA","Annotation of Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; naturalized U.S. citizen!!Male"
"S0201_134EA","Annotation of Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; naturalized U.S. citizen!!Male"
"S0201_135E","Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; naturalized U.S. citizen!!Female"
"S0201_135M","Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; naturalized U.S. citizen!!Female"
"S0201_135MA","Annotation of Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; naturalized U.S. citizen!!Female"
"S0201_135EA","Annotation of Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; naturalized U.S. citizen!!Female"
"S0201_136E","Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; not a U.S. citizen"
"S0201_136EA","Annotation of Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; not a U.S. citizen"
"S0201_136M","Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; not a U.S. citizen"
"S0201_136MA","Annotation of Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; not a U.S. citizen"
"S0201_137E","Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; not a U.S. citizen!!Male"
"S0201_137EA","Annotation of Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; not a U.S. citizen!!Male"
"S0201_137M","Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; not a U.S. citizen!!Male"
"S0201_137MA","Annotation of Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; not a U.S. citizen!!Male"
"S0201_138E","Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; not a U.S. citizen!!Female"
"S0201_138M","Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; not a U.S. citizen!!Female"
"S0201_138MA","Annotation of Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; not a U.S. citizen!!Female"
"S0201_138EA","Annotation of Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Foreign born; not a U.S. citizen!!Female"
"S0201_139E","Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Population born outside the United States"
"S0201_139EA","Annotation of Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Population born outside the United States"
"S0201_139M","Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Population born outside the United States"
"S0201_139MA","Annotation of Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Population born outside the United States"
"S0201_140E","Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Population born outside the United States!!Entered 2010 or later"
"S0201_140EA","Annotation of Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Population born outside the United States!!Entered 2010 or later"
"S0201_140M","Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Population born outside the United States!!Entered 2010 or later"
"S0201_140MA","Annotation of Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Population born outside the United States!!Entered 2010 or later"
"S0201_141E","Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Population born outside the United States!!Entered 2000 to 2009"
"S0201_141EA","Annotation of Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Population born outside the United States!!Entered 2000 to 2009"
"S0201_141M","Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Population born outside the United States!!Entered 2000 to 2009"
"S0201_141MA","Annotation of Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Population born outside the United States!!Entered 2000 to 2009"
"S0201_142E","Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Population born outside the United States!!Entered before 2000"
"S0201_142M","Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Population born outside the United States!!Entered before 2000"
"S0201_142MA","Annotation of Margin of Error!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Population born outside the United States!!Entered before 2000"
"S0201_142EA","Annotation of Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Population born outside the United States!!Entered before 2000"
"S0201_143E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea"
"S0201_143M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea"
"S0201_143MA","Annotation of Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea"
"S0201_143EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea"
"S0201_144E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Europe"
"S0201_144EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Europe"
"S0201_144M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Europe"
"S0201_144MA","Annotation of Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Europe"
"S0201_145E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Asia"
"S0201_145EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Asia"
"S0201_145M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Asia"
"S0201_145MA","Annotation of Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Asia"
"S0201_146E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Africa"
"S0201_146M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Africa"
"S0201_146MA","Annotation of Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Africa"
"S0201_146EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Africa"
"S0201_147E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Oceania"
"S0201_147M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Oceania"
"S0201_147MA","Annotation of Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Oceania"
"S0201_147EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Oceania"
"S0201_148E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Latin America"
"S0201_148M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Latin America"
"S0201_148MA","Annotation of Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Latin America"
"S0201_148EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Latin America"
"S0201_149E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Northern America"
"S0201_149M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Northern America"
"S0201_149MA","Annotation of Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Northern America"
"S0201_149EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Northern America"
"S0201_150E","Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0201_150M","Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0201_150MA","Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0201_150EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0201_151E","Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0201_151EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0201_151M","Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0201_151MA","Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0201_152E","Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0201_152EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0201_152M","Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0201_152MA","Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0201_153E","Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0201_153EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0201_153M","Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0201_153MA","Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0201_154E","Estimate!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0201_154EA","Annotation of Estimate!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0201_154M","Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0201_154MA","Annotation of Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0201_155E","Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0201_155EA","Annotation of Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0201_155M","Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0201_155MA","Annotation of Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0201_156E","Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0201_156M","Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0201_156MA","Annotation of Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0201_156EA","Annotation of Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0201_157E","Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0201_157M","Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0201_157MA","Annotation of Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0201_157EA","Annotation of Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0201_158E","Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0201_158EA","Annotation of Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0201_158M","Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0201_158MA","Annotation of Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0201_159E","Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Unemployment Rate"
"S0201_159M","Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Unemployment Rate"
"S0201_159MA","Annotation of Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Unemployment Rate"
"S0201_159EA","Annotation of Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Unemployment Rate"
"S0201_160E","Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0201_160M","Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0201_160MA","Annotation of Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0201_160EA","Annotation of Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0201_161E","Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0201_161M","Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0201_161MA","Annotation of Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0201_161EA","Annotation of Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0201_162E","Estimate!!EMPLOYMENT STATUS!!Females 16 years and over"
"S0201_162EA","Annotation of Estimate!!EMPLOYMENT STATUS!!Females 16 years and over"
"S0201_162M","Margin of Error!!EMPLOYMENT STATUS!!Females 16 years and over"
"S0201_162MA","Annotation of Margin of Error!!EMPLOYMENT STATUS!!Females 16 years and over"
"S0201_163E","Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force"
"S0201_163EA","Annotation of Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force"
"S0201_163M","Margin of Error!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force"
"S0201_163MA","Annotation of Margin of Error!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force"
"S0201_164E","Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force"
"S0201_164EA","Annotation of Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force"
"S0201_164M","Margin of Error!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force"
"S0201_164MA","Annotation of Margin of Error!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force"
"S0201_165E","Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0201_165EA","Annotation of Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0201_165M","Margin of Error!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0201_165MA","Annotation of Margin of Error!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0201_166E","Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0201_166EA","Annotation of Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0201_166M","Margin of Error!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0201_166MA","Annotation of Margin of Error!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0201_167E","Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Unemployment Rate"
"S0201_167M","Margin of Error!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Unemployment Rate"
"S0201_167MA","Annotation of Margin of Error!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Unemployment Rate"
"S0201_167EA","Annotation of Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Unemployment Rate"
"S0201_168E","Estimate!!COMMUTING TO WORK!!Workers 16 years and over"
"S0201_168M","Margin of Error!!COMMUTING TO WORK!!Workers 16 years and over"
"S0201_168MA","Annotation of Margin of Error!!COMMUTING TO WORK!!Workers 16 years and over"
"S0201_168EA","Annotation of Estimate!!COMMUTING TO WORK!!Workers 16 years and over"
"S0201_169E","Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van - drove alone"
"S0201_169EA","Annotation of Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van - drove alone"
"S0201_169M","Margin of Error!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van - drove alone"
"S0201_169MA","Annotation of Margin of Error!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van - drove alone"
"S0201_170E","Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van - carpooled"
"S0201_170EA","Annotation of Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van - carpooled"
"S0201_170M","Margin of Error!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van - carpooled"
"S0201_170MA","Annotation of Margin of Error!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van - carpooled"
"S0201_171E","Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab)"
"S0201_171M","Margin of Error!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab)"
"S0201_171MA","Annotation of Margin of Error!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab)"
"S0201_171EA","Annotation of Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab)"
"S0201_172E","Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked"
"S0201_172M","Margin of Error!!COMMUTING TO WORK!!Workers 16 years and over!!Walked"
"S0201_172MA","Annotation of Margin of Error!!COMMUTING TO WORK!!Workers 16 years and over!!Walked"
"S0201_172EA","Annotation of Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked"
"S0201_173E","Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means"
"S0201_173EA","Annotation of Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means"
"S0201_173M","Margin of Error!!COMMUTING TO WORK!!Workers 16 years and over!!Other means"
"S0201_173MA","Annotation of Margin of Error!!COMMUTING TO WORK!!Workers 16 years and over!!Other means"
"S0201_174E","Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked from home"
"S0201_174M","Margin of Error!!COMMUTING TO WORK!!Workers 16 years and over!!Worked from home"
"S0201_174MA","Annotation of Margin of Error!!COMMUTING TO WORK!!Workers 16 years and over!!Worked from home"
"S0201_174EA","Annotation of Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked from home"
"S0201_175E","Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes)"
"S0201_175M","Margin of Error!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes)"
"S0201_175MA","Annotation of Margin of Error!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes)"
"S0201_175EA","Annotation of Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes)"
"S0201_176E","Estimate!!OCCUPATION!!Civilian employed population 16 years and over"
"S0201_176EA","Annotation of Estimate!!OCCUPATION!!Civilian employed population 16 years and over"
"S0201_176M","Margin of Error!!OCCUPATION!!Civilian employed population 16 years and over"
"S0201_176MA","Annotation of Margin of Error!!OCCUPATION!!Civilian employed population 16 years and over"
"S0201_177E","Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations"
"S0201_177EA","Annotation of Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations"
"S0201_177M","Margin of Error!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations"
"S0201_177MA","Annotation of Margin of Error!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations"
"S0201_178E","Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations"
"S0201_178M","Margin of Error!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations"
"S0201_178MA","Annotation of Margin of Error!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations"
"S0201_178EA","Annotation of Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations"
"S0201_179E","Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations"
"S0201_179EA","Annotation of Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations"
"S0201_179M","Margin of Error!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations"
"S0201_179MA","Annotation of Margin of Error!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations"
"S0201_180E","Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations"
"S0201_180M","Margin of Error!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations"
"S0201_180MA","Annotation of Margin of Error!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations"
"S0201_180EA","Annotation of Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations"
"S0201_181E","Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
"S0201_181EA","Annotation of Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
"S0201_181M","Margin of Error!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
"S0201_181MA","Annotation of Margin of Error!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
"S0201_182E","Estimate!!OCCUPATION!!Male civilian employed population 16 years and over"
"S0201_182M","Margin of Error!!OCCUPATION!!Male civilian employed population 16 years and over"
"S0201_182MA","Annotation of Margin of Error!!OCCUPATION!!Male civilian employed population 16 years and over"
"S0201_182EA","Annotation of Estimate!!OCCUPATION!!Male civilian employed population 16 years and over"
"S0201_183E","Estimate!!OCCUPATION!!Male civilian employed population 16 years and over!!Management, business, science, and arts occupations"
"S0201_183M","Margin of Error!!OCCUPATION!!Male civilian employed population 16 years and over!!Management, business, science, and arts occupations"
"S0201_183MA","Annotation of Margin of Error!!OCCUPATION!!Male civilian employed population 16 years and over!!Management, business, science, and arts occupations"
"S0201_183EA","Annotation of Estimate!!OCCUPATION!!Male civilian employed population 16 years and over!!Management, business, science, and arts occupations"
"S0201_184E","Estimate!!OCCUPATION!!Male civilian employed population 16 years and over!!Service occupations"
"S0201_184EA","Annotation of Estimate!!OCCUPATION!!Male civilian employed population 16 years and over!!Service occupations"
"S0201_184M","Margin of Error!!OCCUPATION!!Male civilian employed population 16 years and over!!Service occupations"
"S0201_184MA","Annotation of Margin of Error!!OCCUPATION!!Male civilian employed population 16 years and over!!Service occupations"
"S0201_185E","Estimate!!OCCUPATION!!Male civilian employed population 16 years and over!!Sales and office occupations"
"S0201_185EA","Annotation of Estimate!!OCCUPATION!!Male civilian employed population 16 years and over!!Sales and office occupations"
"S0201_185M","Margin of Error!!OCCUPATION!!Male civilian employed population 16 years and over!!Sales and office occupations"
"S0201_185MA","Annotation of Margin of Error!!OCCUPATION!!Male civilian employed population 16 years and over!!Sales and office occupations"
"S0201_186E","Estimate!!OCCUPATION!!Male civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations"
"S0201_186EA","Annotation of Estimate!!OCCUPATION!!Male civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations"
"S0201_186M","Margin of Error!!OCCUPATION!!Male civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations"
"S0201_186MA","Annotation of Margin of Error!!OCCUPATION!!Male civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations"
"S0201_187E","Estimate!!OCCUPATION!!Male civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
"S0201_187EA","Annotation of Estimate!!OCCUPATION!!Male civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
"S0201_187M","Margin of Error!!OCCUPATION!!Male civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
